,clusters,mean
HINT1,2,0.08109010911596694
IRF1,3,0.004251298486771336
SHROOM1,10,0.037224046974278106
SKP1,0,0.04213580087352164
CDKL3,17,0.0204608273159859
CDC25C,18,0.022845390340970082
HSPA9,0,0.08978149334133306
LRRTM2,7,0.0007000586116571634
MZB1,21,0.00046645004032567323
ECSCR,0,0.001539497472509662
TMEM173,14,0.0011108241214494979
DND1,20,0.00035644853840234526
PRELID2,12,0.07365851461058627
PPP2R2B,12,0.2149266553271507
SPINK13,20,0.000383705475644503
SPINK9,18,0.0003269052110456291
SH3TC2,14,0.0007760763360967078
CSF1R,4,0.002805867553117907
CAMK2A,13,0.00265434009650712
ARSI,6,0.004936575377431102
CD74,4,0.020896551492051198
MYOZ3,20,0.0003210190711212176
ZNF300,14,0.0013458334041627064
HAVCR1,9,0.0046736487356091455
HAVCR2,2,0.008366891358006969
SOX30,6,0.0008621368511069684
EBF1,8,0.007297025938398785
AC112205.1,14,0.0015309645576929883
NUDCD2,1,0.011613420901098152
TENM2,6,0.08786606433055744
KCNIP1,5,0.002872256674103294
DUSP1,19,0.03868131532851734
BOD1,8,0.011664562780340134
CLTB,4,0.007825140995070564
RNF44,0,0.007938774187934169
GPRIN1,0,0.0007513044277131199
HK3,20,0.0005610494608603363
MXD3,8,0.0182336373177459
PRR7,14,0.0006404410672075875
GFPT2,18,0.0007204252670246699
BTNL8,7,0.0003481194454578138
GNB2L1,2,0.15268506096909867
GMDS,6,0.08528341071657124
SERPINB9,8,0.0036828308780974266
LYRM4,17,0.08861433487499867
F13A1,14,0.0016927755367073054
SSR1,1,0.08540521807044277
MAK,6,0.006001880908346421
EDN1,19,0.0008246789630076356
AL441883.1,9,0.0015702430474725112
NHLRC1,21,0.0002502593527007004
SOX4,8,0.020742968803380297
DCDC2,6,0.20232204698366635
C6orf62,5,0.059166094343178134
HIST1H4E,9,0.00038781966265619236
HIST1H4H,11,0.0012444901583978205
HIST1H3J,18,0.0011487790489910046
OR5V1,12,0.0003393911621632327
PPP1R10,14,0.024416798805563973
TUBB,3,0.10486324709480742
FLOT1,0,0.035795805917655486
HLA-B,4,0.009438002957450677
APOM,2,0.3255683654894738
C6orf47,4,0.003541783206371635
HSPA1L,18,0.0010822910993529753
SLC44A4,5,0.0005070760116984993
PRRT1,11,0.0014667482517143266
AGPAT1,1,0.018557099756319077
PBX2,14,0.010563492777234057
GPSM3,4,0.0012724516795773427
HLA-DOA,3,0.00030987292357814435
HLA-DPA1,5,0.0010025333479220563
UQCC2,4,0.02142324499778335
IP6K3,13,0.007804516389811393
TCP11,15,0.00031479705113773604
SLC26A8,9,0.0020959794117763344
CPNE5,0,0.0009684702128667614
SAYSD1,1,0.004430077240705954
KIF6,6,0.3443364970514734
LRFN2,20,0.0005454333941646071
UNC5CL,9,0.0016187729899720359
MED20,11,0.005469468923296904
CRIP3,13,0.007558437674740855
DLK2,4,0.0006414343596072198
SLC35B2,3,0.008961928334345986
NFKBIE,3,0.001966606249676774
RUNX2,12,0.0669808865295749
RCAN2,19,0.0022008449627084286
TNFRSF21,16,0.008970692048745104
MCM3,8,0.014482837951879952
GSTA5,9,0.0003783376953831028
KLHL31,10,0.007812261394137218
FAM83B,8,0.001053200284471356
KHDRBS2,6,0.11370853769384422
KCNQ5,0,0.007508598027856527
EEF1A1,4,0.07615091920663701
ELOVL4,14,0.007388775305239723
FAM46A,17,0.04599205896040183
KIAA1009,8,0.08404285095872102
TBX18,15,0.00029189060211925533
C6ORF165,5,0.0004303343510683035
AKIRIN2,6,0.020235792999517308
CNR1,1,0.002107518939917174
BACH2,3,0.012877412982981696
EPHA7,12,0.008987315145660068
GPR63,16,0.0004004213811846613
MMS22L,18,0.026882619648999975
FAXC,7,0.00753783283901144
FOXO3,6,0.18216210358741108
SESN1,6,0.05395269793815188
CD164,3,0.08489680107956492
AK9,12,0.019506183102835077
FIG4,13,0.05148978058284344
WISP3,15,0.00026938879189081146
HS3ST5,8,0.002443964526349247
COL10A1,13,0.0031425114583976546
FAM162B,3,0.0003765052933820324
RFX6,5,0.00046268558305207754
SLC35F1,0,0.003014883208578744
FAM184A,16,0.028540397845303194
TBC1D32,12,0.027482521437694155
TRDN,19,0.0015697203246883464
NKAIN2,4,0.05682382407877266
LAMA2,1,0.0048118959063504175
TMEM200A,0,0.001623587874188882
EPB41L2,17,0.10126064429405014
CTGF,4,0.00467045034158873
VNN1,3,0.006475603703268377
MTFR2,8,0.0011996017379154306
IFNGR1,0,0.017760169550836685
PERP,4,0.04859839576606358
PLAGL1,0,0.00785515654359178
SUMO4,16,0.0002809008095685035
MTRF1L,12,0.004772704787026908
DYNLT1,7,0.00985785557977916
IGF2R,2,0.315591044942471
SLC22A2,5,0.0007484234647003777
PACRG,6,0.042272475751850634
C6orf123,9,0.010755377467085554
SDK1,17,0.09516393958913465
ACTB,4,0.08891909428607249
RSPH10B,7,0.0007786333110130899
CYTH3,5,0.006112554258668728
RPA3,0,0.006718062092082934
NDUFA4,2,0.050474340181523636
THSD7A,18,0.017611586061858787
ETV1,12,0.0351952390331815
DGKB,6,0.0378478111421872
ABCB5,14,0.0016260455346242255
SKAP2,7,0.018179362914993176
HOXA3,21,0.0002791271732837825
CPVL,3,0.01682443753942934
PRR15,20,0.00036730963198249955
AQP1,14,0.005886703251341479
NEUROD6,3,0.000972002781224481
PDE1C,7,0.003663310271788995
ELMO1,17,0.04888083070653739
GLI3,5,0.002333657208089919
C7orf25,14,0.0007191413010601125
POLD2,4,0.007973639845664397
IGFBP1,1,0.06968133218335441
IGFBP3,2,0.027774188725699513
ZPBP,17,0.0016189473453242246
SEC61G,3,0.02200517490259641
ZNF117,13,0.006717469418943292
FZD9,3,0.0005897461791042914
STX1A,9,0.002412271723734857
FGL2,15,0.0008521654582301334
MAGI2,6,0.22340262364061367
GNAT3,9,0.00041200752060738
SEMA3C,3,0.004862939864527852
PCLO,17,0.0535260355620593
KIAA1324L,13,0.009050245222881151
ABCB4,13,0.029802206777795444
ZNF804B,0,0.003651071952816184
MTERF,16,0.03896931948912185
SAMD9,2,0.002470044220748179
SAMD9L,1,0.000614665791842181
CALCR,8,0.0014112466700374278
GNGT1,16,0.0017446313717148201
COL1A2,1,0.02773180681736003
PEG10,4,0.445502166669255
PDAP1,1,0.011265732464185668
PTCD1,1,0.007569309654636995
ATP5J2,4,0.04460667381729796
CYP3A5,10,0.16415119569212916
CYP3A43,6,0.024813050061639134
AZGP1,4,0.0565958812297286
TAF6,8,0.009515351536882299
C7orf43,11,0.004198605663122126
ZCWPW1,9,0.006905293605259005
TSC22D4,8,0.011788228306823944
ACTL6B,11,0.0009360599467426733
GIGYF1,8,0.024307828412007283
ACHE,0,0.006132235015059546
SERPINE1,18,0.01034387139609145
FIS1,2,0.0296612788385267
FBXL13,17,0.02035768346077293
SLC26A5,0,0.0027208376073423394
RELN,3,0.0443899375317134
NAMPT,16,0.013938248501711615
GPR22,1,0.0003203959322980026
LINC00998,4,0.00784863632391783
TFEC,0,0.0006335853640851122
CFTR,18,0.0021893247282481396
GRM8,17,0.06006692095450092
CCDC136,0,0.0009562427991967286
UBE2H,16,0.2009422445000663
PODXL,0,0.0020670186793985794
SLC13A4,16,0.0026053059708039876
TRPV6,18,0.0006299091671202112
ARHGEF35,9,0.001479720136517492
EZH2,18,0.03282245430935675
PDIA4,4,0.0654184044880582
GIMAP4,1,0.0006931988488099359
GIMAP2,10,0.00038167595746919897
SMARCD3,8,0.0034102539684362364
XRCC2,5,0.008681497597244863
C7orf13,2,0.0009039444917340104
NCAPG2,15,0.020102364828966157
ANGPT2,6,0.0027027650311433086
SGK223,18,0.01309106574761957
XKR6,6,0.04826946583662863
C8orf12,8,0.0005754039933892298
RP11-297N6.4,0,0.0012872975305661
CTSB,2,0.1486240785778415
SGCZ,7,0.00807980808751474
CNOT7,0,0.02735949758591297
MTMR7,9,0.007492693536307935
FGL1,0,0.3390815860369323
LZTS1,5,0.00025882859680875883
DOK2,1,0.0006859655018683602
REEP4,3,0.0023216579487984035
TNFRSF10A,11,0.0011161102334933106
LOXL2,19,0.00675350783907226
SLC25A37,4,0.12279169165368663
STC1,5,0.0002281011212213786
NEFM,0,0.0006221641390519642
PNMA2,3,0.0004652161795714355
ADRA1A,10,0.0040043812051588495
CLU,4,0.5403418783865004
PBK,5,0.010284606685702444
NUGGC,17,0.033878690407138506
DUSP4,15,0.0008102747471996836
TMEM66,8,0.07311193953530218
PURG,5,0.0006158970863370872
NRG1,6,0.1560551748986221
